"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"HIVDCareTreatment","HIVDCareTreatment.serodiscordantPartner","HIVDCareTreatment.serodiscordantPartner","","","",0,1,"","","","boolean {[]} {[]}
","Serodiscordant partner","Client's HIV status is different from a current partner's HIV status","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE37
",,,,"HIVDCareTreatment.serodiscordantPartner",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.onArt","HIVDCareTreatment.onArt","","","",1,1,"","","","boolean {[]} {[]}
","On ART","Client is currently taking ART","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE38
",,,,"HIVDCareTreatment.onArt",1,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.artStartDate","HIVDCareTreatment.artStartDate","","","",0,1,"","","","date {[]} {[]}
","ART start date","The date on which the client started or restarted ART","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE39
",,,,"HIVDCareTreatment.artStartDate",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.stoppedArt","HIVDCareTreatment.stoppedArt","","","",0,1,"","","","boolean {[]} {[]}
","Stopped ART","Client stopped taking ART","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE40
",,,,"HIVDCareTreatment.stoppedArt",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.dateArtStopped","HIVDCareTreatment.dateArtStopped","","","",0,1,"","","","date {[]} {[]}
","Date ART stopped","Date on which client stopped ART","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE41
",,,,"HIVDCareTreatment.dateArtStopped",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.establishedOnArt","HIVDCareTreatment.establishedOnArt","","","",0,1,"","","","boolean {[]} {[]}
","Established on ART","Is the client successfully established on ART?","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE42
",,,,"HIVDCareTreatment.establishedOnArt",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.artStartType","HIVDCareTreatment.artStartType","","","",0,1,"","","","Coding {[]} {[]}
","ART start type","Whether the client is ART naive or is restarting ART","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE43","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE43
",,,,"HIVDCareTreatment.artStartType",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.dateOfInitiationOnArt","HIVDCareTreatment.dateOfInitiationOnArt","","","",0,1,"","","","date {[]} {[]}
","Date of initiation on ART","The date on which the client was first initiated on ART","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE46
",,,,"HIVDCareTreatment.dateOfInitiationOnArt",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.timeOnArt","HIVDCareTreatment.timeOnArt","","","",0,1,"","","","integer {[]} {[]}
","Time on ART","Time the client has been on ART since starting or restarting it in years and months","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE47
",,,,"HIVDCareTreatment.timeOnArt",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.datesArtRestarted","HIVDCareTreatment.datesArtRestarted","","","",0,1,"","","","date {[]} {[]}
","Date(s) ART restarted","Date(s) client restarted ART after stopping (intentionally interrupting) for any number of reasons (see 'Reason ART stopped')","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE48
",,,,"HIVDCareTreatment.datesArtRestarted",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.artCohort","HIVDCareTreatment.artCohort","","","",0,1,"","","","date {[]} {[]}
","ART cohort","Month and year client originally started ART (documented) at a health facility in the system. The cohort is a group of patients who started ART in the same month (or quarter) and year, whose status is followed over time, using the ART register.","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE49
",,,,"HIVDCareTreatment.artCohort",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.transferInForHivCare","HIVDCareTreatment.transferInForHivCare","","","",0,1,"","","","boolean {[]} {[]}
","Transfer in for HIV care","Client is transferring in with records or known ART drugs and ART start date","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE50
",,,,"HIVDCareTreatment.transferInForHivCare",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.dateOfTransferIn","HIVDCareTreatment.dateOfTransferIn","","","",0,1,"","","","date {[]} {[]}
","Date of transfer in","Date client presented at facility (with transfer/referral slip) from another facility (and on ART) within the system","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE51
",,,,"HIVDCareTreatment.dateOfTransferIn",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.facilityTransferredFrom","HIVDCareTreatment.facilityTransferredFrom","","","",0,1,"","","","Coding {[]} {[]}
","Facility transferred from","Name of health facility client was transferred from","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE52","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE52
",,,,"HIVDCareTreatment.facilityTransferredFrom",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.dateEnrolledInHivCare","HIVDCareTreatment.dateEnrolledInHivCare","","","",0,1,"","","","date {[]} {[]}
","Date enrolled in HIV care","Date client first enrols in HIV care at the facility. Begins when a person with a confirmed HIV diagnosis presents to a facility where HIV care is provided and a medical record, patient card, file or chart is opened for the first time. This could be at an HIV care/ART, MNCH or TB clinic.","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE53
",,,,"HIVDCareTreatment.dateEnrolledInHivCare",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.ageAtEnrolment","HIVDCareTreatment.ageAtEnrolment","","","",0,1,"","","","integer {[]} {[]}
","Age at enrolment","Client's age when the client was enrolled in ART care","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE54
",,,,"HIVDCareTreatment.ageAtEnrolment",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.facilityWhereClientFirstEnrolledInHivCare","HIVDCareTreatment.facilityWhereClientFirstEnrolledInHivCare","","","",0,1,"","","","Coding {[]} {[]}
","Facility where client first enrolled in HIV care","Facility where the client first enrolled in HIV care","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE55","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE55
",,,,"HIVDCareTreatment.facilityWhereClientFirstEnrolledInHivCare",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.antiretroviralArvDrugsReceivedPriorToEnrolment","HIVDCareTreatment.antiretroviralArvDrugsReceivedPriorToEnrolment","","","",0,1,"","","","Coding {[]} {[]}
","Antiretroviral (ARV) drugs received prior to enrolment","Whether or not the client received ARV drugs prior to enrolling into HIV care","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE56","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE56
",,,,"HIVDCareTreatment.antiretroviralArvDrugsReceivedPriorToEnrolment",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.dateArvDrugsReceivedPriorToEnrolment","HIVDCareTreatment.dateArvDrugsReceivedPriorToEnrolment","","","",0,1,"","","","date {[]} {[]}
","Date ARV drugs received prior to enrolment","Date ARV drugs were started prior to enrolment into HIV care/ART","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE62
",,,,"HIVDCareTreatment.dateArvDrugsReceivedPriorToEnrolment",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.locationArvDrugsReceivedPriorToEnrolment","HIVDCareTreatment.locationArvDrugsReceivedPriorToEnrolment","","","",0,1,"","","","Coding {[]} {[]}
","Location ARV drugs received prior to enrolment","Health facility (or other location) where ARV drugs were received prior to enrolment into HIV care/ART","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE63","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE63
",,,,"HIVDCareTreatment.locationArvDrugsReceivedPriorToEnrolment",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.arvDrugRegimenReceivedPriorToEnrolment","HIVDCareTreatment.arvDrugRegimenReceivedPriorToEnrolment","","","",0,1,"","","","Coding {[]} {[]}
","ARV drug regimen received prior to enrolment","ARV drug regimen received prior to enrolment into HIV care/ART","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE64","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE64
",,,,"HIVDCareTreatment.arvDrugRegimenReceivedPriorToEnrolment",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.existingChronicHealthConditions","HIVDCareTreatment.existingChronicHealthConditions","","","",0,*,"","","","Coding {[]} {[]}
","Existing chronic health conditions","Does the client have any current chronic health conditions or problems?","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE65","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE65
",,,,"HIVDCareTreatment.existingChronicHealthConditions",0,*,"",""
"HIVDCareTreatment","HIVDCareTreatment.otherExistingChronicHealthConditions","HIVDCareTreatment.otherExistingChronicHealthConditions","","","",0,1,"","","","string {[]} {[]}
","Other (specify)","Other health conditions not included in the list (specify)","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE73
",,,,"HIVDCareTreatment.otherExistingChronicHealthConditions",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.originalFirstLineArtRegimen","HIVDCareTreatment.originalFirstLineArtRegimen","","","",0,1,"","","","Coding {[]} {[]}
","Original first-line ART regimen","Original full, first-line ARV drug regimen patient started on at this facility","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE74","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE74
",,,,"HIVDCareTreatment.originalFirstLineArtRegimen",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.currentArtRegimen","HIVDCareTreatment.currentArtRegimen","","","",0,1,"","","","Coding {[]} {[]}
","Current ART regimen","The current ART regimen the client is taking","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE75","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE75
",,,,"HIVDCareTreatment.currentArtRegimen",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.currentArtRegimenStartDate","HIVDCareTreatment.currentArtRegimenStartDate","","","",0,1,"","","","date {[]} {[]}
","Current ART regimen start date","The date on which the client started taking the current ART regimen","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE76
",,,,"HIVDCareTreatment.currentArtRegimenStartDate",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.preferredFirstLineArtRegimen","HIVDCareTreatment.preferredFirstLineArtRegimen","","","",0,*,"","","","Coding {[]} {[]}
","Preferred first-line ART regimen","The preferred first-line ART regimen for the client according to WHO (or national) guidelines","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE77","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE77
",,,,"HIVDCareTreatment.preferredFirstLineArtRegimen",0,*,"",""
"HIVDCareTreatment","HIVDCareTreatment.alternativeFirstLineArtRegimen","HIVDCareTreatment.alternativeFirstLineArtRegimen","","","",0,*,"","","","Coding {[]} {[]}
","Alternative first-line ART regimen","The alternative first-line ART regimen for the client according to WHO (or national) guidelines","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE78","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE78
",,,,"HIVDCareTreatment.alternativeFirstLineArtRegimen",0,*,"",""
"HIVDCareTreatment","HIVDCareTreatment.firstLineArtRegimenUnderSpecialCircumstances","HIVDCareTreatment.firstLineArtRegimenUnderSpecialCircumstances","","","",0,*,"","","","Coding {[]} {[]}
","First-line ART regimen under special circumstances","The first-line ART regimen for the client under special circumstances according to WHO (or national) guidelines","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE79","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE79
",,,,"HIVDCareTreatment.firstLineArtRegimenUnderSpecialCircumstances",0,*,"",""
"HIVDCareTreatment","HIVDCareTreatment.preferredSecondLineArtRegimen","HIVDCareTreatment.preferredSecondLineArtRegimen","","","",0,*,"","","","Coding {[]} {[]}
","Preferred second-line ART regimen","The preferred second-line ART regimen for the client according to WHO (or national) guidelines","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE80","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE80
",,,,"HIVDCareTreatment.preferredSecondLineArtRegimen",0,*,"",""
"HIVDCareTreatment","HIVDCareTreatment.alternativeSecondLineArtRegimen","HIVDCareTreatment.alternativeSecondLineArtRegimen","","","",0,*,"","","","Coding {[]} {[]}
","Alternative second-line ART regimen","The alternative second-line ART regimen for the client according to WHO (or national) guidelines","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE81","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE81
",,,,"HIVDCareTreatment.alternativeSecondLineArtRegimen",0,*,"",""
"HIVDCareTreatment","HIVDCareTreatment.optimalRegimenForTransition","HIVDCareTreatment.optimalRegimenForTransition","","","",0,*,"","","","Coding {[]} {[]}
","Optimal regimen for transition","The optimal regimen for transition to DTG-based regimens for children established on ART","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE82","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE82
",,,,"HIVDCareTreatment.optimalRegimenForTransition",0,*,"",""
"HIVDCareTreatment","HIVDCareTreatment.currentArtRegimenFirstSecondOrThirdLine","HIVDCareTreatment.currentArtRegimenFirstSecondOrThirdLine","","","",0,1,"","","","Coding {[]} {[]}
","Current ART regimen (first-, second-, or third-line)","ART regimen for treating clients living with HIV, based on national guidance","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE83","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE83
",,,,"HIVDCareTreatment.currentArtRegimenFirstSecondOrThirdLine",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.artRegimen","HIVDCareTreatment.artRegimen","","","",0,1,"","","","Coding {[]} {[]}
","ART regimen","List of ART regimens","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE90","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE90
",,,,"HIVDCareTreatment.artRegimen",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.otherArtRegimen","HIVDCareTreatment.otherArtRegimen","","","",0,1,"","","","string {[]} {[]}
","Other (specify)","Other regimen based upon WHO recommendations (specify)","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE127
",,,,"HIVDCareTreatment.otherArtRegimen",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.artRegimenComposition","HIVDCareTreatment.artRegimenComposition","","","",0,*,"","","","Coding {[]} {[]}
","ART regimen composition","Drug composition of client's current ART regimen","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE128","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE128
",,,,"HIVDCareTreatment.artRegimenComposition",0,*,"",""
"HIVDCareTreatment","HIVDCareTreatment.artRegimenDrugClass","HIVDCareTreatment.artRegimenDrugClass","","","",0,*,"","","","Coding {[]} {[]}
","ART regimen drug class","Drug class of current ART regimen","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE146","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE146
",,,,"HIVDCareTreatment.artRegimenDrugClass",0,*,"",""
"HIVDCareTreatment","HIVDCareTreatment.preventionServicesOfferedAndReferrals","HIVDCareTreatment.preventionServicesOfferedAndReferrals","","","",1,*,"","","","Coding {[]} {[]}
","Prevention services offered and referrals","Offer or refer for prevention services","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE152","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE152
",,,,"HIVDCareTreatment.preventionServicesOfferedAndReferrals",1,*,"",""
"HIVDCareTreatment","HIVDCareTreatment.sexualAndReproductiveHealthIntegratedServices","HIVDCareTreatment.sexualAndReproductiveHealthIntegratedServices","","","",1,*,"","","","Coding {[]} {[]}
","Sexual and reproductive health integrated services","Offer or refer to sexual and reproductive health services","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE156","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE156
",,,,"HIVDCareTreatment.sexualAndReproductiveHealthIntegratedServices",1,*,"",""
"HIVDCareTreatment","HIVDCareTreatment.hbsagTestDate","HIVDCareTreatment.hbsagTestDate","","","",0,1,"","","","date {[]} {[]}
","HBsAg test date","Date client was tested for hepatitis B virus (HBV)","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE161
",,,,"HIVDCareTreatment.hbsagTestDate",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.hbsagTestResult","HIVDCareTreatment.hbsagTestResult","","","",0,1,"","","","Coding {[]} {[]}
","HBsAg test result","Hepatitis B virus test result (HBsAg)","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE162","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE162
",,,,"HIVDCareTreatment.hbsagTestResult",0,1,"",""
